time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2017-05-31T07:03:48.670Z,36.4075,-96.841,5,3.4,mb_lg,,36,0.044,0.66,us,us10008wsx,2017-06-03T00:32:22.807Z,"8km NNW of Pawnee, Oklahoma",earthquake,1.4,2,0.048,113,reviewed,us,us
2017-05-31T06:29:32.080Z,19.0966,145.8557,120.77,5.4,mww,,21,5.557,1.17,us,us10008wst,2017-05-31T22:07:32.040Z,"41km NNE of Agrihan, Northern Mariana Islands",earthquake,8.8,6.3,,,reviewed,us,us
2017-05-31T05:17:22.380Z,14.1659,-92.883,10,5.3,mb,,163,1.205,0.96,us,us10008wsj,2017-05-31T22:23:51.040Z,"79km SW of Puerto Madero, Mexico",earthquake,6.4,1.9,0.026,484,reviewed,us,us
2017-05-31T02:38:39.280Z,50.3999,-175.9939,35.1,2.6,ml,,,,0.34,ak,ak16147393,2017-05-31T15:56:54.915Z,"171km SSE of Adak, Alaska",earthquake,,1.3,,,reviewed,ak,ak
2017-05-30T23:47:02.660Z,36.2784,-97.5118,3.73,2.7,mb_lg,,26,0.208,0.21,us,us10008wqz,2017-05-31T00:01:54.040Z,"20km W of Perry, Oklahoma",earthquake,0.9,3.2,0.064,64,reviewed,us,us
2017-05-30T23:12:22.850Z,36.285,-97.5099,4.5,3.8,mwr,,38,0.213,0.32,us,us10008wqm,2017-06-02T05:08:24.065Z,"19km W of Perry, Oklahoma",earthquake,1.2,6.7,0.044,49,reviewed,us,us
2017-05-30T22:56:22.800Z,-27.817,-70.0535,101.6,4.1,mb,,137,0.274,0.82,us,us10008wqf,2017-06-01T05:43:34.040Z,"57km SSE of Copiapo, Chile",earthquake,4.6,6.8,0.301,3,reviewed,us,us
2017-05-30T21:53:19.860Z,14.1217,-93.0027,10,5.3,mb,,140,1.329,1.37,us,us10008wq0,2017-05-31T22:48:45.040Z,"91km SW of Puerto Madero, Mexico",earthquake,7.2,1.9,0.024,605,reviewed,us,us
2017-05-30T19:59:57.890Z,-19.1892,176.8525,36.94,5,mb,,61,1.833,0.63,us,us10008wmm,2017-06-01T15:59:09.040Z,"164km SSW of Nadi, Fiji",earthquake,7.8,6,0.042,183,reviewed,us,us
2017-05-30T18:48:28.150Z,34.8133,6.2321,9.62,4.3,mb,,80,2.707,0.91,us,us10008wlv,2017-05-31T17:45:25.040Z,"29km WNW of Zeribet el Oued, Algeria",earthquake,6.7,4.7,0.081,43,reviewed,us,us
2017-05-30T17:50:11.750Z,36.4594,-98.7975,11.16,2.6,mb_lg,,84,0.048,0.76,us,us10008wl8,2017-05-31T16:53:00.306Z,"35km NW of Fairview, Oklahoma",earthquake,1.9,5.2,0.075,46,reviewed,us,us
2017-05-30T16:08:55.070Z,18.8481,-64.2868,37,2.69,md,4,337,1.133,0.14,pr,pr2017150012,2017-05-31T00:21:58.586Z,"59km NE of Road Town, British Virgin Islands",earthquake,5.47,9.15,0.37,4,reviewed,pr,pr
2017-05-30T15:04:08.000Z,-30.652,-71.211,58,4.1,ml,,,,0.76,us,us10008wiu,2017-05-30T17:18:55.286Z,"6km S of Ovalle, Chile",earthquake,6.5,7.1,,,reviewed,guc,guc
2017-05-30T14:57:05.520Z,-21.4452,-176.5157,189.19,4.6,mb,,102,6.305,0.87,us,us10008wiv,2017-05-30T16:11:58.040Z,"138km WSW of Havelu, Tonga",earthquake,11.7,8.1,0.065,70,reviewed,us,us
2017-05-30T13:57:24.620Z,36.2802,-97.5103,5.69,3.8,mb_lg,,26,0.21,0.12,us,us10008wi5,2017-05-30T17:29:19.337Z,"19km W of Perry, Oklahoma",earthquake,1.1,4.2,0.044,132,reviewed,us,us
2017-05-30T13:39:56.150Z,38.8256667,-122.7811667,1.88,2.51,md,64,25,0.01001,0.07,nc,nc72808261,2017-05-31T01:01:01.573Z,"5km W of Cobb, California",earthquake,0.12,0.18,0.25,42,reviewed,nc,nc
2017-05-30T13:01:57.880Z,-1.2669,120.5285,10,4.9,mb,,54,2.253,0.78,us,us10008wf3,2017-05-30T14:24:05.040Z,"22km NW of Kasiguncu, Indonesia",earthquake,5.7,1.9,0.068,68,reviewed,us,us
2017-05-30T12:44:41.864Z,52.1035,175.9166,89.5,3.4,ml,,,,0.77,ak,ak16143660,2017-05-30T19:51:45.710Z,"28km S of Buldir Island, Alaska",earthquake,,3.4,,,reviewed,ak,ak
2017-05-30T12:20:42.090Z,18.4166,-64.1256,5,2.72,md,3,353,1.162,0.08,pr,pr2017150010,2017-05-31T00:24:21.845Z,"51km E of Road Town, British Virgin Islands",earthquake,5.1,1.34,0.51,2,reviewed,pr,pr
2017-05-30T11:29:51.790Z,-58.6441,-26.1319,78.18,5.7,mww,,34,7.208,0.96,us,us10008wej,2017-05-31T15:52:31.040Z,"48km NNE of Bristol Island, South Sandwich Islands",earthquake,10.4,5.2,,,reviewed,us,us
2017-05-30T11:19:32.200Z,-35.701,-73.4031,24.05,4.2,mb,,112,1.058,0.7,us,us10008wef,2017-05-30T17:22:14.918Z,"98km WSW of Constitucion, Chile",earthquake,6.1,8.2,0.264,4,reviewed,us,us
2017-05-30T10:24:44.130Z,-12.1132,167.2655,267.91,5.2,mb,,44,7.665,0.79,us,us10008we5,2017-05-30T10:44:56.040Z,"198km N of Sola, Vanuatu",earthquake,9.7,6.4,0.029,398,reviewed,us,us
2017-05-30T09:51:43.340Z,-35.7174,-73.3093,21.56,4.4,mb,,111,1.032,0.89,us,us10008wdy,2017-05-30T17:22:01.558Z,"91km WSW of Constitucion, Chile",earthquake,2.1,6.9,0.31,3,reviewed,us,us
2017-05-30T09:35:36.390Z,16.2246,-62.042,172.71,4.2,mb,,55,0.273,0.77,us,us10008wdt,2017-05-31T00:14:57.623Z,"27km W of Pointe-Noire, Guadeloupe",earthquake,8.3,7.9,0.05,114,reviewed,us,us
2017-05-30T09:23:15.310Z,36.4569,-98.779,5,3.2,mb_lg,,79,0.036,0.61,us,us10008wdh,2017-05-30T21:13:19.727Z,"34km NW of Fairview, Oklahoma",earthquake,1.6,2,0.051,101,reviewed,us,us
2017-05-30T09:15:12.770Z,-1.4403,120.4919,30.33,4.9,mb,,64,2.313,1.17,us,us10008wdf,2017-05-30T10:07:14.040Z,"18km W of Kasiguncu, Indonesia",earthquake,5,5.7,0.071,63,reviewed,us,us
2017-05-30T08:28:19.920Z,-5.5454,102.7305,54.25,5.3,mb,,52,1.198,0.85,us,us10008wd5,2017-05-30T08:44:47.040Z,"127km WSW of Kuripan, Indonesia",earthquake,5.2,6.3,0.061,90,reviewed,us,us
2017-05-30T07:56:53.138Z,57.9379,-156.8176,149,2.5,ml,,,,0.39,ak,ak16142114,2017-05-30T09:56:51.799Z,"84km S of King Salmon, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-30T07:20:32.620Z,14.7545,54.8467,10,4.7,mb,,101,10.218,1.12,us,us10008wcz,2017-05-30T08:12:19.040Z,"248km NNE of Tamrida, Yemen",earthquake,10.8,1.9,0.083,44,reviewed,us,us
2017-05-30T06:59:32.460Z,19.1308,-66.9136,20,2.8,md,5,281,0.6921,0.14,pr,pr2017150005,2017-05-31T00:32:40.384Z,"70km N of Isabela, Puerto Rico",earthquake,1.1,14.35,0.12,5,reviewed,pr,pr
2017-05-30T06:54:09.630Z,19.7072,-109.0971,40.43,4.5,mb,,189,4.036,1.42,us,us10008wct,2017-05-30T09:16:24.040Z,"223km ENE of Socorro Island, Mexico",earthquake,9.7,6.6,0.034,259,reviewed,us,us
2017-05-30T06:37:09.400Z,19.1163,-66.8348,20,2.83,md,9,268,0.7052,0.15,pr,pr2017150004,2017-05-31T00:31:51.964Z,"69km N of Hatillo, Puerto Rico",earthquake,0.94,15.19,0.11,5,reviewed,pr,pr
2017-05-30T06:20:15.380Z,24.4056,126.2211,10,5,mb,,93,2.926,1.4,us,us10008wcm,2017-05-30T06:38:16.040Z,"104km ESE of Hirara, Japan",earthquake,5.6,1.9,0.05,130,reviewed,us,us
2017-05-30T06:08:18.320Z,18.1351,-67.554,138,2.94,md,6,303,0.4627,0.18,pr,pr2017150003,2017-05-31T00:30:29.109Z,"38km WSW of Stella, Puerto Rico",earthquake,2.52,1.11,0.1,2,reviewed,pr,pr
2017-05-30T04:45:04.240Z,37.4187,-97.3919,7.53,2.5,mb_lg,,67,0.228,0.21,us,us10008w9i,2017-05-31T16:53:11.722Z,"10km WNW of Belle Plaine, Kansas",earthquake,2.7,7.2,0.074,48,reviewed,us,us
2017-05-30T04:14:44.760Z,34.8638333,-118.9643333,0.19,3.45,mw,93,39,0.08854,0.31,ci,ci37656959,2017-06-02T16:22:37.451Z,"5km NNW of Frazier Park, CA",earthquake,0.19,0.43,,4,reviewed,ci,ci
2017-05-30T03:40:20.671Z,39.088,-118.1545,13.7,2.5,ml,19,62.85,0.057,0.1498,nn,nn00590570,2017-05-31T02:35:47.289Z,"31km NW of Gabbs, Nevada",earthquake,,0.9,0.32,12,reviewed,nn,nn
2017-05-30T02:18:45.978Z,60.8382,-151.8277,78.4,5.3,ml,,,,0.49,ak,ak16139649,2017-06-03T22:52:25.316Z,"33km WNW of Nikiski, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-30T01:39:25.150Z,18.8325,-64.3051,34,2.53,md,3,341,1.1095,0.08,pr,pr2017150009,2017-05-31T00:29:14.387Z,"56km NE of Road Town, British Virgin Islands",earthquake,3.97,7.26,0.52,2,reviewed,pr,pr
2017-05-30T01:36:09.900Z,18.861,-64.3033,37,2.56,md,3,341,1.1248,0.11,pr,pr2017150008,2017-05-31T00:28:40.630Z,"59km NNE of Road Town, British Virgin Islands",earthquake,4.8,7.89,0,3,reviewed,pr,pr
2017-05-29T22:50:18.920Z,18.9813,-66.8811,7,2.52,md,9,282,0.563,0.26,pr,pr2017149014,2017-05-31T00:39:17.428Z,"55km NNE of Isabela, Puerto Rico",earthquake,2.1,2.11,0.13,6,reviewed,pr,pr
2017-05-29T22:24:34.050Z,-32.9389,-72.1095,19.48,4.3,mb,,97,0.405,0.84,us,us10008w52,2017-05-30T17:20:04.085Z,"46km WNW of Valparaiso, Chile",earthquake,4,6.7,0.2,7,reviewed,us,us
2017-05-29T21:10:46.720Z,-10.7623,161.9469,35,5.4,mb,,61,2.367,1.18,us,us10008w4j,2017-05-29T21:27:43.040Z,"34km S of Kirakira, Solomon Islands",earthquake,8.6,1.9,0.045,168,reviewed,us,us
2017-05-29T20:39:36.000Z,-32.147,-71.849,33.4,4.1,ml,,,,1.19,us,us10008w4f,2017-06-02T05:08:09.020Z,"67km WNW of La Ligua, Chile",earthquake,3.2,8.3,,,reviewed,guc,guc
2017-05-29T20:00:41.690Z,33.1905,-115.5785,3.55,2.72,ml,48,90,0.03375,0.2,ci,ci37656679,2017-05-31T18:02:39.660Z,"8km SW of Niland, CA",earthquake,0.18,0.27,0.174,70,reviewed,ci,ci
2017-05-29T19:34:09.640Z,40.7251667,-124.846,3.91,2.62,md,33,251,0.4605,0.16,nc,nc72807961,2017-05-31T22:21:03.458Z,"51km WNW of Ferndale, California",earthquake,1.37,1.64,0.193,36,reviewed,nc,nc
2017-05-29T19:00:56.330Z,33.5825,-116.6376667,14.26,3.15,ml,139,11,0.01687,0.21,ci,ci37656607,2017-06-02T05:05:17.452Z,"4km NE of Anza, CA",earthquake,0.11,0.17,0.147,307,reviewed,ci,ci
2017-05-29T18:57:36.650Z,59.4216,-151.8028,36.8,2.7,ml,,,,0.66,ak,ak16138155,2017-05-30T03:00:07.537Z,"28km SSW of Homer, Alaska",earthquake,,0.9,,,automatic,ak,ak
2017-05-29T18:27:12.899Z,51.8328,-173.93,45.6,3.2,ml,,,,0.39,ak,ak16140332,2017-05-30T04:13:02.616Z,"44km SSE of Atka, Alaska",earthquake,,8,,,reviewed,ak,ak
2017-05-29T18:21:25.350Z,38.9013333,-123.0018333,4.2,3.26,mw,63,56,0.071,0.08,nc,nc72807936,2017-05-31T19:05:37.301Z,"10km N of Cloverdale, California",earthquake,0.12,0.41,,3,reviewed,nc,nc
2017-05-29T17:59:57.400Z,36.1633,-97.0328,4.735,2.9,ml,,17,,0.19,us,us10008w3n,2017-05-31T17:16:30.281Z,"5km NNE of Stillwater, Oklahoma",earthquake,0.7,3.2,,,reviewed,tul,tul
2017-05-29T17:37:37.520Z,19.1988,-64.7055,29,2.73,md,3,328,1.0617,0.25,pr,pr2017149002,2017-05-31T17:00:49.040Z,"88km N of Road Town, British Virgin Islands",earthquake,3.25,21.5,0.51,2,reviewed,pr,pr
2017-05-29T17:34:59.510Z,19.2393,-64.5828,41,3.7,md,18,286,1.1653,0.2,pr,pr2017149003,2017-05-31T17:06:02.040Z,"78km N of Road Town, British Virgin Islands",earthquake,2.42,9.64,0.41,13,reviewed,pr,pr
2017-05-29T17:31:18.540Z,-1.2356,120.4519,36.74,4.3,mb,,77,2.327,0.89,us,us10008w3j,2017-05-30T23:25:39.040Z,"30km NW of Kasiguncu, Indonesia",earthquake,7.2,9.8,0.117,21,reviewed,us,us
2017-05-29T15:34:25.580Z,47.0565,-66.6015,5.65,2.5,mb_lg,,137,0.43,0.47,us,us10008w5y,2017-05-30T05:01:59.040Z,"86km W of Miramichi, Canada",earthquake,5.5,7.3,0.132,15,reviewed,us,us
2017-05-29T15:30:00.100Z,-1.217,120.4627,10,4.5,mb,,51,2.315,0.6,us,us10008w2w,2017-05-29T18:34:37.040Z,"31km NW of Kasiguncu, Indonesia",earthquake,4.4,1.9,0.109,25,reviewed,us,us
2017-05-29T15:18:46.990Z,-1.3922,120.4498,10,5,mb,,84,2.347,0.95,us,us10008w2m,2017-05-29T23:21:28.954Z,"23km W of Kasiguncu, Indonesia",earthquake,3.8,1.9,0.094,36,reviewed,us,us
2017-05-29T15:04:31.400Z,-1.308,120.5386,10,5.1,mb,,81,2.248,1,us,us10008w2j,2017-05-29T18:15:17.578Z,"18km NW of Kasiguncu, Indonesia",earthquake,6.3,1.9,0.095,36,reviewed,us,us
2017-05-29T14:57:53.700Z,-37.3457,-71.6761,79.24,5.8,mww,,36,1.35,0.81,us,us10008w2b,2017-05-30T22:22:05.040Z,"61km ENE of Los Angeles, Chile",earthquake,6.5,3.7,0.043,51,reviewed,us,us
2017-05-29T14:53:42.050Z,-1.3273,120.535,10,4.7,mb,,81,2.254,1.23,us,us10008w2e,2017-05-29T16:53:16.040Z,"16km NW of Kasiguncu, Indonesia",earthquake,2.7,1.9,0.094,34,reviewed,us,us
2017-05-29T14:35:21.300Z,-1.2885,120.4534,12,6.6,mww,,18,2.33,0.88,us,us10008w1z,2017-05-31T20:46:55.040Z,"26km WNW of Kasiguncu, Indonesia",earthquake,5.7,1.7,0.045,47,reviewed,us,us
2017-05-29T13:53:29.330Z,33.2787,75.9138,38.71,4.5,mb,,165,5.482,0.76,us,us10008w1v,2017-06-02T05:12:12.850Z,"14km ESE of Kishtwar, India",earthquake,11,8.5,0.064,72,reviewed,us,us
2017-05-29T13:34:36.141Z,53.3902,-163.5388,58.9,3.1,ml,,,,0.47,ak,ak16136840,2017-05-30T03:34:03.532Z,"162km S of False Pass, Alaska",earthquake,,11.2,,,reviewed,ak,ak
2017-05-29T12:56:03.410Z,16.0612,-94.1289,97.2,4.5,mb,,163,1.926,1.41,us,us10008w1q,2017-05-30T05:56:11.040Z,"27km SSE of Chahuite, Mexico",earthquake,8.5,7.5,0.085,40,reviewed,us,us
2017-05-29T12:06:53.830Z,-1.6366,-78.0288,162.16,4.4,mb,,47,0.852,1.14,us,us10008w1m,2017-05-30T05:35:27.040Z,"12km WNW of Palora, Ecuador",earthquake,8.5,6.5,0.138,15,reviewed,us,us
2017-05-29T09:54:42.960Z,33.4885,-116.7715,9.16,2.54,ml,127,25,0.03519,0.2,ci,ci37656375,2017-05-31T17:38:19.730Z,"10km ENE of Aguanga, CA",earthquake,0.1,0.26,0.146,26,reviewed,ci,ci
2017-05-29T08:13:59.409Z,61.8343,-147.9303,23.2,4.2,ml,,,,0.6,ak,ak16135940,2017-05-31T22:46:24.388Z,"48km E of Sutton-Alpine, Alaska",earthquake,,0.3,,,reviewed,ak,ak
2017-05-29T05:45:51.410Z,59.7248,-136.5499,20.7,3.2,ml,,,,1.1,ak,ak16135723,2017-05-30T02:14:51.430Z,"75km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-29T05:24:38.281Z,59.8728,-136.6896,17.1,2.8,ml,,,,0.65,ak,ak16135709,2017-05-30T01:54:47.274Z,"90km WNW of Skagway, Alaska",earthquake,,0.2,,,reviewed,ak,ak
2017-05-29T04:55:28.780Z,-56.2961,-25.6819,11.56,5,mb,,129,6.493,0.73,us,us10008vzy,2017-05-29T05:13:38.040Z,"103km ENE of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake,8.8,6.8,0.068,68,reviewed,us,us
2017-05-29T02:49:26.999Z,56.106,-157.7083,55.9,3.3,ml,,,,0.67,ak,ak16135339,2017-05-29T03:03:47.874Z,"67km ESE of Chignik Lake, Alaska",earthquake,,1.1,,,automatic,ak,ak
2017-05-29T02:08:27.660Z,27.6068,140.074,467.33,4.3,mb,,82,1.945,0.88,us,us10008vzb,2017-05-29T02:31:43.040Z,"219km WNW of Chichi-shima, Japan",earthquake,12.6,9.7,0.078,47,reviewed,us,us
2017-05-29T01:28:05.500Z,36.2168,-98.9332,3.001,3.1,ml,,79,,0.45,us,us10008vz2,2017-05-31T23:19:12.285Z,"19km N of Taloga, Oklahoma",earthquake,2.3,7.8,,,reviewed,tul,tul
2017-05-29T01:10:19.480Z,-10.4428,161.4347,35,4.7,mb,,70,1.772,0.82,us,us10008vz1,2017-05-29T01:36:32.040Z,"53km W of Kirakira, Solomon Islands",earthquake,6.3,2,0.092,36,reviewed,us,us
2017-05-29T00:28:29.880Z,53.0139,160.0705,35,4.6,mb,,103,0.858,0.79,us,us10008vyt,2017-05-29T03:38:00.040Z,"95km E of Petropavlovsk-Kamchatskiy, Russia",earthquake,5.8,1.9,0.056,95,reviewed,us,us
2017-05-28T23:50:03.540Z,37.321,71.8701,168.04,4.4,mb,,182,0.267,1.18,us,us10008vyr,2017-05-29T03:25:56.040Z,"7km NNE of Roshtqal'a, Tajikistan",earthquake,7.7,6.1,0.239,5,reviewed,us,us
2017-05-28T23:20:18.100Z,24.8202,122.7234,24.13,4.2,mb,,76,0.438,0.47,us,us10008vyq,2017-05-29T03:22:06.040Z,"48km NW of Yonakuni, Japan",earthquake,7.3,7.4,0.146,13,reviewed,us,us
2017-05-28T23:01:18.305Z,58.1776,-155.3565,2.8,2.7,ml,,,,0.47,ak,ak16134982,2017-05-29T03:20:52.040Z,"95km SE of King Salmon, Alaska",earthquake,,0.2,,,automatic,ak,ak
2017-05-28T20:33:03.430Z,50.2825,-177.2357,10,4.2,mb,,238,1.572,1.1,us,us10008vxm,2017-05-29T03:25:02.538Z,"171km SE of Amatignak Island, Alaska",earthquake,13,2,0.09,34,reviewed,us,us
2017-05-28T20:17:26.860Z,37.4002,-97.3742,8.62,2.6,mb_lg,,65,0.222,0.59,us,us10008vxi,2017-05-30T19:54:32.739Z,"8km W of Belle Plaine, Kansas",earthquake,2.1,7.1,0.071,51,reviewed,us,us
2017-05-28T19:27:13.190Z,24.8812,122.608,10.86,4.4,mb,,103,0.551,0.95,us,us10008vxd,2017-05-28T19:45:35.040Z,"60km NW of Yonakuni, Japan",earthquake,4.3,1.9,0.135,16,reviewed,us,us
2017-05-28T18:47:11.650Z,-21.1757,-68.6906,139.56,4.9,mwr,,30,0.755,1.3,us,us10008vx7,2017-05-28T19:59:19.040Z,"145km N of Calama, Chile",earthquake,6.7,6.6,,,reviewed,us,guc
2017-05-28T18:37:02.950Z,47.8251667,-114.2086667,2.79,2.8,ml,25,60,0.093,0.2,mb,mb80211719,2017-05-30T14:33:08.756Z,"15km NNW of Polson, Montana",earthquake,0.39,0.99,0.235,15,reviewed,mb,mb
2017-05-28T18:08:55.529Z,53.3485,-163.518,49.2,2.8,ml,,,,0.43,ak,ak16134765,2017-05-29T03:01:58.395Z,"167km S of False Pass, Alaska",earthquake,,15.5,,,reviewed,ak,ak
2017-05-28T17:59:00.050Z,53.3748,-163.5232,10,4.1,mb,,206,1.486,1.05,us,us10008vx3,2017-05-29T02:54:32.298Z,"164km S of False Pass, Alaska",earthquake,10.9,2,0.197,7,reviewed,us,us
2017-05-28T17:51:18.870Z,53.4349,-163.5907,10,4.2,mb,,169,1.428,0.88,us,us10008vwz,2017-05-28T18:05:24.040Z,"158km S of False Pass, Alaska",earthquake,6.5,1.9,0.152,12,reviewed,us,us
2017-05-28T17:27:55.760Z,14.2661,-92.9059,51.9,4.3,mb,,224,1.201,1.41,us,us10008vwv,2017-05-28T17:58:34.040Z,"72km SW of Puerto Madero, Mexico",earthquake,12.2,21.8,0.078,47,reviewed,us,us
2017-05-28T16:57:00.940Z,48.3125,154.1214,50.54,4.5,mb,,132,5.311,0.85,us,us10008vwu,2017-05-28T18:26:55.040Z,"300km SSW of Severo-Kuril'sk, Russia",earthquake,8.8,4.2,0.057,90,reviewed,us,us
2017-05-28T12:05:49.100Z,-30.7258,-71.4127,42.24,4.8,mb,,50,0.198,0.68,us,us10008vwa,2017-05-31T21:37:47.239Z,"24km SW of Ovalle, Chile",earthquake,6.1,3.7,0.063,77,reviewed,us,us
2017-05-28T11:04:59.160Z,38.7648,27.7754,1.42,5,mb,,26,0.671,0.85,us,us10008vw5,2017-05-28T20:14:11.040Z,"13km WNW of Golmarmara, Turkey",earthquake,4.8,4.5,0.067,71,reviewed,us,us
2017-05-28T10:18:33.766Z,59.6004,-153.1539,92.6,2.8,ml,,,,0.69,ak,ak16133943,2017-05-28T10:32:15.657Z,"77km WSW of Anchor Point, Alaska",earthquake,,0.3,,,automatic,ak,ak
2017-05-28T10:04:03.580Z,19.1316,-64.8281,49,2.61,md,3,311,0.9411,0.24,pr,pr2017148007,2017-05-28T16:38:11.812Z,"82km NNW of Road Town, British Virgin Islands",earthquake,6.38,14.54,0.48,2,reviewed,pr,pr
2017-05-28T09:45:10.373Z,51.6763,-178.4567,13.1,4.3,ml,,,,0.65,ak,ak16133802,2017-05-29T01:56:20.103Z,"31km SW of Tanaga Volcano, Alaska",earthquake,,1.1,,,reviewed,ak,ak
2017-05-28T08:49:48.750Z,38.7516,27.8157,10,4.2,mb,,56,0.636,0.6,us,us10008vw1,2017-05-28T09:35:57.040Z,"9km WNW of Golmarmara, Turkey",earthquake,4.2,2,0.176,9,reviewed,us,us
2017-05-28T08:46:06.960Z,51.7181,-175.3536,58.36,4.6,mb,,175,0.577,0.94,us,us10008vvz,2017-05-29T01:36:30.343Z,"91km E of Adak, Alaska",earthquake,8.7,8.6,0.033,278,reviewed,us,us
2017-05-28T08:21:26.930Z,-1.2774,149.4045,56.89,5,mb,,94,14.026,0.61,us,us10008vvx,2017-05-28T08:42:45.040Z,"211km NW of Kavieng, Papua New Guinea",earthquake,11.9,7.4,0.049,130,reviewed,us,us
2017-05-28T07:37:08.050Z,53.7641,-160.9847,10,5,mb,,163,1.616,1.07,us,us10008vvl,2017-05-29T23:54:47.040Z,"146km SW of Chernabura Island, Alaska",earthquake,7.8,1.9,0.032,315,reviewed,us,us
2017-05-28T07:34:03.200Z,38.7107,27.7882,10,4.1,mb,,57,0.641,0.72,us,us10008vvm,2017-05-28T08:10:40.040Z,"10km W of Golmarmara, Turkey",earthquake,4.8,1.9,0.165,10,reviewed,us,us
2017-05-28T07:06:17.070Z,51.8294,-175.374,50.72,5.5,mb,,98,0.5,0.92,us,us10008vvg,2017-05-30T00:00:30.040Z,"88km E of Adak, Alaska",earthquake,3.6,5.3,0.022,722,reviewed,us,us
2017-05-28T06:18:21.960Z,35.8325,139.606,125.37,4.5,mb,,134,1.338,0.74,us,us10008vve,2017-05-29T12:58:06.340Z,"2km E of Shiki, Japan",earthquake,6.7,6.8,0.08,45,reviewed,us,us
2017-05-28T05:00:44.780Z,6.0028,126.4683,53.08,4.6,mb,,106,1.379,0.59,us,us10008vvc,2017-05-28T05:43:42.040Z,"51km SE of Pondaguitan, Philippines",earthquake,7.3,5.5,0.065,71,reviewed,us,us
2017-05-28T04:38:20.950Z,38.7631,27.8454,10,4.2,mb,,35,0.62,0.71,us,us10008vv5,2017-05-28T05:05:39.936Z,"8km NW of Golmarmara, Turkey",earthquake,4.8,1.9,0.124,18,reviewed,us,us
2017-05-28T04:11:10.200Z,38.805,-122.7703333,1.9,2.9,md,80,33,0.01155,0.08,nc,nc72807391,2017-05-30T22:51:04.632Z,"3km NNW of The Geysers, California",earthquake,0.12,0.16,0.195,107,reviewed,nc,nc
2017-05-28T03:04:15.430Z,19.4693,-64.4416,39,2.76,md,3,338,1.4342,0.29,pr,pr2017148003,2017-05-28T16:44:04.331Z,"117km N of Road Town, British Virgin Islands",earthquake,5.33,23.75,0.11,3,reviewed,pr,pr
2017-05-28T02:57:27.660Z,19.4686,-64.2168,7,2.58,md,3,342,1.576,0.07,pr,pr2017148001,2017-05-28T20:50:09.361Z,"123km NNE of Road Town, British Virgin Islands",earthquake,7.41,7.11,0.11,3,reviewed,pr,pr
2017-05-28T02:52:56.580Z,38.7596,27.7988,10,4.9,mb,,26,0.652,0.86,us,us10008vur,2017-05-28T07:15:33.077Z,"11km WNW of Golmarmara, Turkey",earthquake,4.1,1.9,0.047,143,reviewed,us,us
2017-05-28T02:50:27.480Z,38.7642,27.8293,10,4.5,mb,,25,0.632,0.76,us,us10008vup,2017-05-28T03:04:46.040Z,"9km NW of Golmarmara, Turkey",earthquake,4.7,1.9,0.097,31,reviewed,us,us
2017-05-28T01:58:17.030Z,4.3829,-82.5276,10,4.5,mb,,154,4.385,1.11,us,us10008vug,2017-05-28T02:18:11.040Z,"South of Panama",earthquake,12.7,1.9,0.042,170,reviewed,us,us
2017-05-28T00:36:25.073Z,58.8006,-153.2618,68.3,2.8,ml,,,,0.56,ak,ak16132843,2017-05-28T00:46:58.858Z,"121km NNW of Kodiak Station, Alaska",earthquake,,0.5,,,automatic,ak,ak
2017-05-28T00:36:20.500Z,36.2834,-97.1802,7.997,2.5,ml,,26,,0.15,us,us10008vu9,2017-06-01T05:51:16.429Z,"9km E of Perry, Oklahoma",earthquake,0.7,3,,,reviewed,tul,tul
2017-05-27T22:48:06.870Z,5.8734,126.2045,39.71,4.5,mb,,111,1.341,0.7,us,us10008vu4,2017-05-27T23:10:06.040Z,"54km S of Pondaguitan, Philippines",earthquake,8.1,8.2,0.077,50,reviewed,us,us
2017-05-27T22:36:01.060Z,37.5066,71.7388,119.73,4.5,mb,,77,0.066,1.24,us,us10008vu0,2017-05-27T22:52:31.040Z,"13km E of Shughnon, Tajikistan",earthquake,4.5,6.3,0.085,41,reviewed,us,us
2017-05-27T21:40:19.100Z,-30.8481,-69.6629,114.5,4.5,mb,,42,0.882,0.93,us,us10008vty,2017-05-27T22:05:13.040Z,"58km NNW of Calingasta, Argentina",earthquake,5.7,6.8,0.156,12,reviewed,us,us
2017-05-27T21:28:30.690Z,19.2951667,-155.3861667,4.125,2.51,ml,37,96,0.03803,0.12,hv,hv61773346,2017-05-31T00:49:19.760Z,"14km NE of Pahala, Hawaii",earthquake,0.3,0.86,0.07,8,reviewed,hv,hv
2017-05-27T20:24:18.000Z,19.2985,-155.3831667,4.445,3.47,ml,46,97,0.03479,0.13,hv,hv61773221,2017-05-30T19:32:51.753Z,"14km NE of Pahala, Hawaii",earthquake,0.3,0.93,0.205,39,reviewed,hv,hv
2017-05-27T20:04:07.790Z,12.9229,-90.1291,10,4.4,mb,,173,1.157,0.93,us,us10008vtm,2017-05-27T21:25:24.040Z,"80km SSW of Acajutla, El Salvador",earthquake,8.5,2,0.064,71,reviewed,us,us
